attendance,study_hours,previous_marks,assignment_score,internal_marks,previous_gpa,participation,backlogs,composite_score,performance
70.9,3.9,63.8,100.0,54.9,5.32,4,0,64.1,Average
64.4,5.6,53.9,72.0,65.1,6.16,9,1,58.4,Average
77.2,3.2,72.3,65.3,54.5,6.31,10,0,63.3,Average
61.0,2.0,64.5,84.5,79.0,7.08,4,0,66.7,Good
35.1,6.1,49.2,68.8,51.4,6.72,9,2,40.1,Poor
82.1,3.6,91.5,56.7,100.0,5.01,8,0,70.1,Good
88.7,4.2,58.0,93.2,90.7,6.54,3,1,65.9,Good
42.9,5.8,38.6,92.2,70.2,6.96,6,2,48.3,Poor
61.9,2.1,89.3,76.3,83.9,6.22,5,0,72.3,Good
84.7,4.8,59.9,55.1,43.8,8.06,8,2,59.9,Average
100.0,2.9,58.3,55.6,100.0,8.39,4,0,72.5,Good
76.3,3.6,39.8,75.6,60.6,6.99,6,2,48.8,Poor
65.8,3.9,95.9,66.5,68.1,7.42,5,1,70.4,Good
73.4,1.4,47.4,68.9,40.3,4.07,7,1,40.3,Poor
95.2,2.6,68.9,89.3,77.8,6.51,6,0,79.1,Good
67.0,6.0,82.6,85.0,52.3,8.51,5,0,69.5,Good
64.8,5.2,74.7,94.7,71.6,6.51,6,1,66.6,Good
69.2,3.7,67.0,59.1,61.3,6.07,10,2,53.0,Average
62.7,4.2,40.8,68.9,52.8,10.0,6,1,50.2,Average
77.7,3.3,55.0,85.4,57.1,9.65,4,1,67.0,Good
98.7,6.0,71.0,80.7,73.6,7.75,8,0,81.9,Excellent
80.5,3.5,55.4,97.0,49.5,8.69,6,1,66.0,Good
72.5,4.2,71.3,80.3,58.0,3.98,4,4,43.1,Poor
71.9,5.6,78.9,100.0,80.6,6.0,10,0,78.6,Good
54.1,2.6,83.4,82.1,100.0,6.44,6,2,62.9,Average
88.4,6.3,48.4,89.9,77.6,6.77,6,2,66.0,Good
74.9,1.4,99.0,69.1,55.3,6.41,7,1,57.8,Average
73.5,6.4,80.3,74.2,64.1,3.53,10,0,75.6,Good
100.0,3.2,68.0,87.7,70.5,7.64,3,0,72.3,Good
80.2,3.4,85.4,98.2,64.4,7.86,7,0,71.0,Good
65.5,0.8,99.0,84.9,84.4,9.34,10,0,66.8,Good
70.0,3.1,45.0,72.8,73.5,6.0,7,1,57.4,Average
92.1,2.1,64.4,94.7,84.5,5.88,4,0,78.2,Good
77.6,2.8,29.9,41.1,65.0,3.35,5,2,36.6,Poor
55.9,3.6,71.1,52.7,91.2,6.69,7,0,64.3,Average
88.9,5.3,73.8,84.2,67.3,8.36,9,0,80.7,Excellent
66.6,4.1,67.4,74.2,54.5,6.24,6,1,53.9,Average
100.0,4.3,57.5,83.1,100.0,10.0,8,0,77.9,Good
91.1,2.0,35.2,75.0,40.8,6.74,4,1,46.7,Poor
69.7,2.4,74.0,82.6,58.2,7.31,4,0,66.5,Good
93.9,6.7,91.3,61.8,60.0,5.19,6,1,76.9,Good
76.9,2.6,58.5,82.6,100.0,7.5,9,2,62.9,Average
87.9,6.4,75.0,88.9,98.9,4.33,7,0,77.7,Good
82.8,3.4,42.9,92.3,93.9,8.07,7,2,60.1,Average
64.2,3.8,75.3,100.0,64.7,8.11,7,1,64.0,Average
67.0,5.5,61.7,77.7,100.0,9.0,9,0,71.6,Good
90.4,5.8,55.8,78.1,75.9,5.67,5,1,66.5,Good
71.3,3.6,55.8,51.2,85.6,7.32,8,1,61.2,Average
70.3,3.2,61.7,66.0,72.9,7.89,5,1,60.6,Average
62.6,3.7,74.1,71.1,69.2,7.72,10,1,63.0,Average
81.9,4.3,47.0,89.8,66.0,5.89,5,1,60.9,Average
100.0,5.2,61.6,64.8,66.6,3.75,5,0,67.8,Good
61.1,3.8,67.3,85.9,79.7,7.59,8,2,55.7,Average
76.3,4.8,50.4,74.0,75.9,6.89,7,0,66.8,Good
95.8,6.4,96.7,71.3,69.5,6.31,7,1,75.4,Good
74.9,4.4,54.3,77.7,94.2,8.17,7,1,61.8,Average
82.3,4.3,57.3,68.1,22.5,7.04,4,0,58.8,Average
61.1,1.4,52.3,67.6,78.2,5.25,10,1,50.4,Average
82.0,0.5,96.8,48.4,81.5,4.4,8,0,66.0,Good
73.4,4.4,76.8,70.3,88.4,5.52,9,1,70.8,Good
89.8,3.6,53.0,66.8,69.0,10.0,5,1,59.5,Average
92.6,3.0,85.7,66.3,73.3,8.11,7,0,73.6,Good
100.0,4.2,71.2,80.3,85.8,7.36,7,0,70.9,Good
84.1,3.7,72.1,83.9,93.9,6.85,9,0,80.9,Excellent
80.6,5.6,62.5,77.5,65.2,6.75,9,0,65.9,Good
78.7,3.9,56.0,88.9,74.3,8.73,7,1,63.7,Average
71.1,2.6,73.4,82.6,96.9,6.41,3,1,69.3,Good
80.7,5.4,59.3,69.6,36.0,7.91,10,1,60.4,Average
71.9,3.5,97.1,67.1,59.0,6.61,8,2,57.5,Average
78.4,4.6,47.7,78.7,93.5,9.82,5,1,69.2,Good
94.4,3.0,92.6,82.6,87.5,8.14,7,1,78.2,Good
61.9,2.8,66.2,95.0,78.4,8.84,3,0,64.1,Average
92.0,3.9,72.8,91.9,62.8,6.28,9,0,71.5,Good
94.4,3.8,81.3,65.9,55.9,8.58,4,0,69.0,Good
74.3,4.6,57.9,72.5,60.5,6.66,6,0,63.1,Average
46.3,3.4,81.8,84.1,94.8,7.25,7,1,58.6,Average
67.5,0.9,25.0,90.0,59.9,9.39,9,2,45.4,Poor
94.2,3.1,56.5,88.1,71.6,5.64,7,1,70.5,Good
75.7,5.1,53.2,73.0,57.9,7.38,8,2,53.9,Average
62.0,3.3,47.9,55.2,83.5,7.71,6,3,44.8,Poor
68.9,3.4,64.6,59.0,61.4,7.83,6,2,49.0,Poor
87.8,5.4,74.2,78.1,68.4,6.47,7,0,76.0,Good
83.7,2.7,79.2,79.1,43.1,10.0,6,0,71.8,Good
72.7,1.3,71.9,57.5,44.2,5.29,3,0,57.5,Average
70.9,3.5,57.3,74.7,70.1,9.14,5,0,60.0,Average
70.5,3.0,73.9,83.5,48.8,8.8,7,1,63.1,Average
63.1,2.3,70.0,56.7,100.0,9.76,6,1,67.5,Good
98.6,3.5,83.0,90.6,37.0,4.88,6,0,71.3,Good
71.5,4.6,80.4,68.3,57.2,5.88,6,1,64.1,Average
93.0,3.8,68.5,92.9,70.3,9.19,5,1,68.8,Good
97.3,4.3,53.6,66.0,64.2,4.47,6,0,65.6,Good
90.0,6.7,57.6,58.6,52.3,4.85,6,0,70.5,Good
70.0,3.3,59.2,67.1,54.7,6.42,7,2,52.5,Average
81.7,4.2,63.0,72.6,54.1,7.37,7,1,57.3,Average
75.7,3.0,72.3,68.2,65.4,9.33,6,0,65.0,Good
63.3,2.4,79.4,70.8,100.0,6.84,4,0,71.9,Good
80.5,2.9,67.2,79.0,71.2,6.25,4,0,66.5,Good
59.5,3.0,68.3,71.4,88.9,7.54,10,0,67.2,Good
92.6,4.4,70.3,73.0,78.1,7.76,4,1,66.9,Good
69.5,7.6,59.7,48.4,87.8,7.72,5,0,74.5,Good
78.8,2.7,53.2,79.9,25.2,6.85,8,0,62.3,Average
80.0,3.1,39.9,72.7,65.1,4.36,7,0,61.9,Average
72.4,3.7,56.9,98.2,90.9,5.82,8,2,67.2,Good
84.2,4.4,75.6,59.9,60.9,9.09,6,0,68.3,Good
69.4,4.2,56.8,46.9,98.2,7.36,7,0,63.5,Average
88.2,5.9,64.2,83.3,93.7,6.65,7,1,73.1,Good
57.2,0.5,75.5,79.2,62.5,8.67,6,0,59.6,Average
77.8,0.5,76.3,58.9,61.9,5.52,7,0,63.7,Average
100.0,3.0,50.7,51.1,53.8,6.78,9,0,65.7,Good
62.0,5.6,84.0,97.1,59.9,7.29,6,1,70.7,Good
66.5,1.3,86.0,95.2,50.3,6.48,6,2,50.6,Average
83.2,0.5,49.9,36.7,76.9,7.24,9,1,45.5,Poor
78.5,4.7,54.8,67.1,46.7,6.84,8,0,63.0,Average
80.9,4.2,87.1,99.0,79.7,5.14,10,0,81.1,Excellent
82.8,2.1,65.7,66.9,80.0,7.35,3,1,59.9,Average
84.9,2.2,32.5,66.6,43.4,5.24,8,1,54.6,Average
91.5,2.2,45.6,69.8,94.8,7.33,8,2,54.7,Average
81.7,4.0,64.0,57.2,78.2,9.02,5,1,59.5,Average
72.6,2.8,49.4,48.4,82.0,6.71,7,2,48.4,Poor
85.4,4.6,61.4,89.8,57.9,5.46,9,2,58.6,Average
100.0,0.5,68.5,46.4,80.0,6.92,5,1,60.7,Average
74.1,2.4,91.4,77.7,88.0,5.94,7,0,70.5,Good
62.4,2.0,63.4,87.3,68.4,7.93,8,0,57.5,Average
91.5,3.4,85.2,52.2,100.0,6.89,4,0,77.0,Good
74.3,2.9,90.9,60.1,70.7,9.49,6,0,63.9,Average
45.6,5.1,90.9,92.2,88.3,8.73,7,1,67.8,Good
87.9,0.8,72.6,82.0,74.7,6.89,5,0,60.3,Average
68.5,3.9,36.6,64.7,79.4,8.1,5,2,52.1,Average
74.7,4.7,75.4,92.0,43.3,6.55,6,0,68.5,Good
80.6,6.8,84.8,92.1,75.9,7.15,8,0,88.2,Excellent
78.7,3.0,66.7,78.0,58.2,6.59,8,0,68.0,Good
85.9,4.3,95.9,60.5,56.5,8.17,5,0,77.5,Good
69.9,0.9,81.8,67.8,97.9,9.11,8,0,70.3,Good
83.2,0.5,77.1,78.3,66.6,8.22,5,1,57.3,Average
72.4,5.2,85.4,71.2,53.9,8.39,3,0,70.0,Good
86.3,3.8,73.3,88.1,64.3,8.39,6,0,74.3,Good
84.6,5.7,28.1,51.1,49.2,7.87,9,0,61.2,Average
62.9,1.6,60.0,51.6,92.9,5.5,8,1,52.8,Average
91.2,4.6,87.2,76.7,58.9,9.48,6,0,77.9,Good
68.5,6.8,55.1,66.6,78.5,9.63,6,3,55.3,Average
87.3,4.5,64.4,64.6,91.7,6.77,6,1,64.0,Average
81.1,4.2,51.3,47.5,62.0,6.58,7,0,56.1,Average
100.0,3.8,96.5,74.3,78.5,7.96,4,0,79.4,Good
72.9,1.3,94.9,73.2,53.5,7.87,6,0,61.3,Average
71.1,6.0,53.9,83.8,100.0,6.82,6,2,63.5,Average
75.7,2.8,70.4,75.0,85.0,5.35,4,0,69.0,Good
71.8,4.6,57.1,72.0,66.9,7.53,5,3,48.8,Poor
87.2,1.3,77.8,91.7,57.6,7.87,7,1,62.4,Average
53.4,1.9,76.2,54.3,68.2,8.12,7,2,51.1,Average
61.2,6.1,81.0,82.0,64.6,7.59,6,0,72.7,Good
61.1,3.2,73.3,48.9,100.0,6.72,5,0,62.8,Average
89.3,6.1,99.0,61.4,50.4,8.49,10,0,81.3,Excellent
99.9,3.7,51.6,55.8,72.2,7.19,5,1,63.5,Average
74.5,0.9,40.6,85.7,69.7,6.45,7,0,60.6,Average
73.6,5.2,61.7,73.0,68.1,6.85,6,0,66.8,Good
77.0,2.9,42.9,73.8,68.3,4.66,7,1,52.3,Average
92.3,4.9,44.1,57.4,68.1,6.84,7,1,58.2,Average
63.0,3.8,52.0,69.5,84.0,8.06,4,1,59.5,Average
79.3,1.3,53.2,62.5,79.7,7.58,6,0,58.7,Average
89.7,4.1,52.7,79.8,76.7,9.23,9,0,69.7,Good
83.0,7.3,76.3,59.1,21.5,6.73,10,0,66.7,Good
78.7,4.6,59.9,93.9,74.8,7.78,6,0,68.9,Good
90.0,3.7,65.1,48.9,43.5,8.21,7,2,55.2,Average
38.2,5.5,82.3,61.9,80.3,10.0,10,0,64.7,Average
85.5,4.1,55.7,99.2,93.6,7.3,9,2,68.4,Good
66.8,4.1,63.8,67.5,55.2,5.64,5,1,58.3,Average
50.4,2.1,73.9,54.3,65.8,8.29,5,0,55.0,Average
83.2,4.2,36.9,77.3,60.4,9.71,8,0,70.8,Good
95.2,5.5,29.8,66.9,89.8,6.65,4,2,58.7,Average
74.1,2.5,73.5,61.5,71.5,8.28,9,1,56.5,Average
89.3,6.1,75.9,57.6,97.7,8.82,7,0,78.6,Good
98.6,3.7,99.0,100.0,76.6,8.52,8,0,85.0,Excellent
94.4,2.4,70.5,70.2,73.9,7.28,6,2,62.4,Average
99.0,5.4,81.1,45.1,71.1,6.12,5,2,63.5,Average
86.4,3.3,64.9,96.4,83.1,6.99,9,0,70.2,Good
77.1,5.0,72.8,83.2,42.2,7.74,6,1,60.0,Average
53.6,3.3,94.7,62.5,71.4,8.37,6,0,64.7,Average
72.6,3.7,34.0,60.0,68.9,7.57,6,1,50.9,Average
64.2,4.6,74.6,84.1,81.6,6.57,7,0,66.8,Good
100.0,4.3,99.0,70.3,67.0,7.88,4,0,75.8,Good
73.5,0.6,72.5,45.1,53.4,8.3,5,1,53.6,Average
77.7,2.0,94.4,100.0,70.1,7.63,5,0,79.2,Good
83.7,5.3,57.9,67.5,52.7,5.93,8,1,63.9,Average
76.6,3.6,67.5,96.4,39.2,6.85,5,2,60.8,Average
99.7,3.0,68.5,93.2,81.6,8.43,3,0,78.1,Good
67.3,1.6,32.5,59.0,79.3,5.16,3,0,52.8,Average
78.7,2.1,49.3,89.5,77.5,4.17,4,2,51.2,Average
65.6,0.6,50.4,64.2,90.8,9.21,9,0,60.3,Average
57.5,3.6,81.2,46.0,59.4,7.82,7,0,59.7,Average
67.4,2.8,82.0,67.6,47.1,7.95,8,0,62.6,Average
75.5,2.3,73.2,80.0,68.9,5.59,8,0,65.7,Good
70.0,3.7,81.2,67.1,64.4,8.13,7,1,66.3,Good
66.3,4.4,65.4,69.4,56.5,7.49,6,1,60.6,Average
56.3,7.1,87.2,91.2,68.7,4.88,9,0,74.5,Good
74.8,1.4,68.1,75.6,60.2,9.09,7,1,59.1,Average
54.9,5.7,68.9,61.4,40.6,7.32,9,2,54.9,Average
86.6,5.4,63.8,84.5,62.9,6.55,8,0,74.2,Good
77.2,2.6,79.0,77.0,51.8,6.57,5,0,58.7,Average
55.6,4.1,61.3,36.2,73.7,4.28,6,3,39.2,Poor
71.7,3.1,83.6,80.4,59.5,7.93,5,2,63.6,Average
65.5,4.1,49.9,79.9,87.8,7.47,9,0,66.4,Good
80.5,6.2,50.4,74.3,95.7,6.83,6,0,71.0,Good
94.8,4.8,79.0,87.4,80.9,8.89,5,0,78.7,Good
49.7,4.6,66.6,63.9,45.2,5.16,7,0,55.4,Average
77.6,3.1,60.7,79.0,94.1,6.26,6,1,66.2,Good
73.8,1.4,82.2,50.5,95.2,5.91,7,0,61.4,Average
85.4,3.5,58.3,80.1,70.3,6.71,10,0,68.4,Good
79.0,5.7,64.8,100.0,91.2,7.19,8,1,75.2,Good
65.5,1.4,90.4,59.1,61.2,7.7,7,2,56.0,Average
71.5,2.1,92.6,62.6,40.1,6.61,4,0,61.5,Average
64.9,4.0,93.2,63.3,57.8,5.87,6,0,68.0,Good
91.1,2.2,63.5,75.9,97.7,9.46,8,3,59.4,Average
76.3,2.5,87.7,58.1,46.1,10.0,4,0,61.1,Average
100.0,3.1,52.8,80.3,70.0,7.3,10,0,78.3,Good
75.2,1.6,53.5,86.7,70.5,6.04,7,1,55.8,Average
66.1,2.2,30.4,82.0,61.8,9.17,7,1,50.9,Average
54.8,4.9,94.8,47.5,62.9,5.07,5,0,66.2,Good
50.8,1.7,54.2,88.9,71.2,6.63,7,1,58.8,Average
53.8,1.2,66.0,88.1,61.0,6.13,4,0,54.2,Average
79.7,2.8,53.4,86.5,47.2,5.48,10,0,57.5,Average
83.1,5.0,79.1,79.6,73.4,6.71,9,0,70.9,Good
53.9,3.5,62.0,77.3,87.2,5.89,8,1,65.3,Good
88.5,3.1,47.1,89.5,83.9,7.12,4,0,63.5,Average
69.2,3.9,75.1,100.0,57.0,7.14,7,0,69.2,Good
78.1,1.0,45.1,59.7,50.0,6.23,9,3,36.9,Poor
98.6,4.6,54.6,90.2,65.5,6.58,8,1,62.9,Average
88.6,4.4,34.3,72.7,95.1,6.78,4,0,64.9,Average
72.2,3.1,45.2,72.1,80.3,8.23,5,2,50.5,Average
63.5,5.4,70.9,51.0,81.3,6.89,6,0,64.1,Average
45.9,2.0,36.6,69.7,84.2,8.25,5,2,51.8,Average
65.9,5.6,44.3,59.0,76.7,7.92,10,2,57.8,Average
73.0,4.0,68.0,67.0,71.9,7.9,3,1,64.8,Average
62.2,3.3,59.3,57.5,80.6,9.04,8,1,62.0,Average
74.2,3.8,99.0,67.3,61.3,5.53,4,0,68.7,Good
77.1,3.6,97.3,67.9,47.4,6.44,5,0,66.3,Good
72.9,5.8,54.1,75.5,81.6,9.57,2,0,70.4,Good
66.9,2.1,76.9,49.8,89.8,6.74,5,0,63.6,Average
78.4,2.6,80.0,52.3,52.1,3.16,10,2,50.4,Average
82.2,5.5,58.4,79.4,83.2,6.82,7,1,68.8,Good
60.7,2.8,44.1,62.0,96.9,7.29,4,3,44.3,Poor
95.8,5.2,67.8,90.1,70.0,3.44,9,0,73.4,Good
74.6,6.5,65.2,77.4,56.9,8.97,9,1,67.0,Good
76.3,3.2,61.0,83.1,72.0,6.1,7,0,61.1,Average
85.9,4.9,75.1,95.2,61.2,7.56,10,1,63.9,Average
79.3,2.0,56.0,69.4,60.1,6.78,8,0,56.6,Average
89.3,5.0,49.6,65.4,76.9,5.3,8,0,73.4,Good
80.0,4.1,69.7,87.1,44.3,5.6,5,0,63.7,Average
67.4,4.6,74.2,81.6,46.9,5.79,8,1,63.9,Average
81.1,2.8,49.2,71.2,70.3,8.62,7,0,55.8,Average
60.0,1.1,82.8,94.9,69.6,6.89,8,1,57.9,Average
77.5,4.6,39.7,70.8,75.5,6.37,5,0,57.2,Average
75.5,0.5,58.8,74.5,100.0,5.79,7,0,62.1,Average
73.1,3.3,63.9,74.3,71.7,8.77,5,0,74.3,Good
74.2,5.3,57.8,60.0,79.6,9.15,2,3,56.4,Average
49.7,4.1,59.0,75.2,54.4,8.76,8,0,66.0,Good
68.3,6.9,97.9,95.0,82.3,7.79,3,0,81.2,Excellent
77.3,5.4,54.4,80.7,61.6,7.51,7,2,64.3,Average
78.2,2.8,99.0,74.5,71.1,5.4,7,0,78.9,Good
61.6,3.8,75.0,71.6,68.3,6.76,7,1,60.8,Average
93.7,3.7,69.5,79.0,86.5,6.14,6,0,71.3,Good
63.9,1.3,75.6,85.2,49.0,4.54,7,0,53.4,Average
89.6,2.3,99.0,83.1,33.5,8.58,7,0,69.6,Good
82.0,2.9,52.1,69.0,66.6,6.13,8,1,58.0,Average
67.0,0.5,50.1,78.9,77.5,8.77,10,2,58.9,Average
100.0,3.9,55.9,81.2,72.4,8.33,7,1,63.5,Average
59.3,3.4,68.5,58.9,89.7,7.88,7,1,61.2,Average
88.9,1.1,40.4,76.5,77.0,7.96,5,3,41.8,Poor
90.0,4.4,68.4,41.6,61.0,6.24,7,0,63.2,Average
66.6,4.9,95.1,81.2,32.8,9.7,8,0,72.1,Good
95.5,4.2,70.4,83.9,66.2,7.16,6,1,70.8,Good
72.5,3.3,63.3,85.2,86.4,7.52,8,1,67.7,Good
80.0,4.7,58.1,68.1,63.7,6.19,6,0,66.1,Good
79.6,4.9,82.4,78.6,70.5,5.8,8,0,75.4,Good
74.1,4.3,54.8,95.4,76.7,7.77,8,1,66.2,Good
87.4,2.5,97.5,95.2,53.8,7.4,8,0,71.0,Good
87.1,4.2,98.9,73.6,80.0,5.99,7,0,71.3,Good
51.5,5.7,72.1,76.1,96.2,5.09,4,1,62.7,Average
94.3,2.8,67.8,90.7,67.2,5.32,5,0,68.3,Good
52.7,7.2,84.5,51.5,51.9,8.77,8,1,68.8,Good
90.5,3.0,85.5,69.2,68.9,6.24,10,1,67.9,Good
91.8,3.9,55.1,94.0,34.4,6.63,6,0,63.5,Average
60.7,2.7,59.6,88.6,75.4,9.13,7,1,62.3,Average
70.2,4.2,46.8,79.5,77.2,5.53,5,3,49.2,Poor
60.5,1.0,74.5,51.4,96.8,6.08,5,0,62.8,Average
73.0,2.9,78.7,73.3,66.9,6.02,5,0,72.1,Good
71.7,2.1,46.4,65.2,76.5,9.37,2,0,65.8,Good
86.9,4.0,60.7,79.0,56.2,9.89,9,1,66.2,Good
94.3,5.4,46.4,61.9,64.3,8.15,2,3,54.7,Average
95.5,4.8,53.6,58.6,45.6,8.2,6,1,65.9,Good
68.1,0.5,76.8,43.0,66.9,6.29,4,0,54.3,Average
73.1,7.1,56.3,92.3,65.1,9.83,5,1,71.9,Good
52.4,4.3,63.2,68.0,74.8,7.47,9,1,55.6,Average
64.7,2.6,42.0,76.4,60.0,8.29,7,1,51.7,Average
89.5,4.1,71.0,74.0,71.3,6.95,5,0,74.6,Good
98.6,4.1,67.3,58.0,64.7,6.72,5,1,61.6,Average
58.7,2.7,56.3,55.1,64.7,9.43,5,1,52.4,Average
67.7,4.1,65.0,58.9,71.3,7.86,6,0,58.4,Average
75.6,2.8,70.9,63.2,70.6,9.13,7,1,69.3,Good
79.9,3.2,55.0,79.5,82.2,7.46,10,3,60.8,Average
64.7,2.7,44.4,62.1,68.1,5.91,3,1,50.0,Average
81.9,1.5,96.9,100.0,64.4,6.28,6,1,70.0,Good
69.4,4.0,57.9,89.4,67.1,7.24,6,0,67.0,Good
75.8,4.7,66.5,86.1,58.6,6.22,8,1,69.1,Good
83.6,4.6,84.2,72.2,64.2,5.55,7,0,69.7,Good
76.1,5.1,99.0,96.7,100.0,8.78,8,0,88.9,Excellent
69.9,4.3,48.1,70.7,55.4,6.34,7,1,59.1,Average
74.5,2.9,75.2,73.5,65.5,7.29,5,1,65.8,Good
74.8,5.1,56.7,76.5,63.8,7.51,9,2,51.7,Average
70.8,1.6,59.4,84.5,66.0,6.28,8,1,54.8,Average
72.4,2.4,56.5,83.6,64.7,9.13,8,1,56.4,Average
98.4,2.3,50.0,66.9,74.5,5.54,9,2,56.9,Average
83.9,5.5,67.3,66.0,42.6,7.47,7,0,59.7,Average
71.9,5.3,44.4,83.6,86.6,7.44,9,0,62.1,Average
85.8,4.6,83.1,84.7,80.1,7.02,7,0,84.8,Excellent
71.3,5.5,68.9,68.1,50.1,5.28,6,0,66.1,Good
92.4,2.4,74.8,50.2,33.7,8.32,6,1,57.4,Average
81.2,4.4,60.5,70.9,54.4,8.14,6,0,66.6,Good
74.5,3.6,62.1,83.4,66.1,6.15,5,0,65.0,Good
82.3,5.2,72.6,100.0,100.0,8.09,10,0,86.2,Excellent
54.0,3.6,49.4,56.0,78.7,7.62,7,1,51.6,Average
60.2,3.2,62.3,67.6,41.1,5.31,7,0,55.5,Average
59.3,4.7,54.2,68.2,59.0,5.9,7,0,59.9,Average
78.0,5.2,53.8,94.3,69.1,8.69,10,1,64.8,Average
100.0,2.7,34.2,73.5,74.1,7.53,4,2,58.8,Average
100.0,3.7,89.4,60.4,49.0,6.31,5,0,68.4,Good
84.9,2.1,57.0,82.4,67.8,5.9,4,1,61.7,Average
83.0,0.5,86.6,67.9,58.5,6.38,6,0,63.4,Average
50.8,4.1,85.1,55.6,52.3,6.48,7,2,58.5,Average
68.4,4.8,47.4,60.6,74.2,5.92,6,1,53.0,Average
65.0,4.2,50.6,100.0,82.4,4.66,5,4,45.2,Poor
67.3,0.7,99.0,79.8,83.5,8.7,7,2,59.7,Average
73.6,3.2,96.0,75.6,79.2,8.46,5,1,70.4,Good
69.4,0.5,67.5,70.3,62.0,5.32,7,0,61.9,Average
48.3,6.0,72.1,78.4,81.4,7.29,9,1,71.8,Good
86.5,2.1,57.9,78.2,74.9,5.84,8,0,56.7,Average
61.0,5.8,74.9,78.4,72.1,6.73,8,2,63.6,Average
79.3,5.3,56.5,75.7,60.2,6.62,9,2,48.1,Poor
100.0,2.4,35.5,87.0,62.0,6.5,7,3,53.2,Average
63.1,2.0,46.9,74.3,71.2,9.9,6,1,58.7,Average
40.6,4.4,68.3,59.3,100.0,6.48,5,1,58.8,Average
72.0,2.4,49.9,64.8,74.8,5.97,6,1,54.4,Average
91.4,4.0,66.9,44.3,60.2,6.03,5,0,63.4,Average
100.0,3.0,50.8,100.0,56.7,8.56,8,1,63.2,Average
58.8,1.0,55.5,86.9,62.1,4.79,7,1,52.1,Average
83.0,0.5,81.7,61.5,100.0,6.03,8,1,63.3,Average
69.5,4.2,72.0,69.8,63.6,9.13,4,1,65.8,Good
74.5,2.9,67.8,64.4,84.5,7.44,9,2,59.0,Average
100.0,2.9,82.1,97.1,64.0,7.37,6,1,68.6,Good
55.0,4.9,75.7,52.7,74.2,10.0,4,1,56.4,Average
79.6,5.7,91.1,75.7,82.7,7.44,6,0,72.3,Good
82.5,3.4,60.6,72.4,60.8,6.11,10,1,65.6,Good
91.2,3.3,61.1,86.4,59.7,6.71,6,1,61.7,Average
77.4,4.6,47.2,72.4,96.5,5.51,6,0,68.1,Good
80.3,1.6,61.1,47.6,85.8,8.86,6,0,68.6,Good
70.5,4.2,83.4,70.2,82.7,7.9,6,3,58.2,Average
79.8,4.7,88.8,59.4,82.6,8.67,5,0,72.6,Good
71.2,4.9,83.4,75.2,77.4,8.8,7,1,70.1,Good
84.7,0.7,39.3,95.5,100.0,6.52,9,2,57.2,Average
70.8,2.6,85.3,47.9,70.7,5.78,7,1,65.9,Good
81.3,2.4,38.6,62.0,79.2,7.03,4,1,59.3,Average
75.6,4.0,82.4,65.7,46.8,5.88,6,1,62.7,Average
91.8,4.6,62.1,68.3,56.8,7.33,5,0,72.3,Good
75.3,6.2,79.2,85.1,50.8,8.68,7,0,73.3,Good
51.2,3.0,46.7,71.4,90.4,6.86,9,3,48.8,Poor
93.7,3.0,86.7,80.2,29.2,7.31,6,0,66.6,Good
63.3,5.6,44.6,64.6,63.6,6.97,6,2,47.7,Poor
66.8,4.3,57.3,77.4,22.1,8.22,10,1,59.2,Average
67.7,5.8,52.0,85.7,56.7,6.17,8,0,67.0,Good
95.2,4.3,39.9,63.0,62.1,4.02,8,3,49.1,Poor
46.1,1.9,69.5,85.7,92.2,7.76,10,2,57.0,Average
100.0,1.7,96.9,74.8,76.3,8.48,7,0,71.5,Good
90.8,1.3,99.0,89.7,56.7,7.72,3,1,64.0,Average
79.1,4.9,69.6,71.0,87.1,6.2,8,1,69.6,Good
75.2,5.7,85.9,79.7,70.3,5.51,3,0,70.8,Good
80.0,6.8,71.7,73.4,70.6,7.79,7,1,70.4,Good
83.3,5.1,76.0,72.6,50.8,7.3,3,0,67.9,Good
85.0,5.7,62.5,77.9,54.2,6.92,6,1,62.6,Average
83.8,2.9,71.1,82.1,56.8,9.65,6,0,65.2,Good
77.3,1.9,76.6,55.3,70.7,5.77,5,1,51.9,Average
73.2,5.2,58.7,95.5,71.2,9.59,6,1,67.7,Good
73.9,4.5,66.8,46.1,94.7,7.14,9,2,63.0,Average
73.3,4.0,67.1,63.7,76.2,4.53,5,1,53.9,Average
91.9,4.4,81.2,72.6,26.7,6.85,8,0,67.6,Good
84.3,4.3,50.9,80.2,74.2,8.44,5,2,61.0,Average
35.0,5.9,67.2,97.6,46.8,6.59,6,1,54.3,Average
85.2,5.9,98.6,46.1,54.5,5.04,7,0,76.8,Good
78.7,4.7,86.6,66.4,57.0,6.87,5,0,68.2,Good
75.7,5.2,89.6,42.1,59.4,5.9,4,1,62.0,Average
70.6,4.6,68.4,74.5,48.0,7.79,7,2,56.4,Average
91.7,3.1,73.1,78.1,73.3,8.18,9,1,62.9,Average
89.3,5.0,84.0,97.9,47.4,5.62,6,1,73.5,Good
65.2,1.6,93.0,75.8,75.7,6.11,6,0,63.2,Average
81.7,5.5,36.8,89.7,100.0,8.16,7,2,63.8,Average
62.4,1.9,47.0,82.8,48.7,5.9,7,1,51.4,Average
56.7,4.3,89.0,67.5,65.4,5.58,7,0,71.3,Good
67.2,2.4,63.6,52.9,29.6,5.45,1,1,41.1,Poor
88.1,4.7,57.3,78.1,65.2,7.59,4,1,62.5,Average
